STATION,NETWORK,ADDRESS,CITY,STATE,ZIP,AMPS,KW,NON_KWH,MEM_KWH,MEM_FEE_PER_MONTH,RATE_PER_MIN,FLATE_FEE
E.A.T Marketplace,EVgo,41952 6th Street,Temecula,CA,92590,125,50,0.35,0.3,6.99,NULL,NULL
Palm Springs Nissan,None,68177 Kyle Road,Cathedral City,CA,92234,NULL,NULL,0,NULL,NULL,NULL,NULL
Larry H. Miller Nissan Corona Parts Department,None,2575 Wardlow Road,Corona,CA,92882,NULL,NULL,0,NULL,NULL,NULL,NULL
Mossy Nissan - Poway,None,14100 Poway Road,Poway,CA,92064,NULL,NULL,0,NULL,NULL,NULL,NULL
Larry H Miller Nissan - San Bernardino,None,735 Showcase Drive South,San Bernardino,CA,92408,NULL,NULL,0,NULL,NULL,NULL,NULL
Pacific Nissan,None,4433 Mission Bay Drive,San Diego,CA,92109,NULL,NULL,0,NULL,NULL,NULL,NULL
Empire Nissan,None,1377 Kettering Loop,Ontario,CA,91761,NULL,NULL,0,NULL,NULL,NULL,NULL
Nissan - San Juan Capistrano,None,33633 Camino Capistrano,San Juan Capistrano,CA,92675,NULL,NULL,0,NULL,NULL,NULL,NULL
Palm Springs Visitors Center,"EVgo, None",2901 North Palm Canyon Drive,Palm Springs,CA,92262,125,50,0.35,0.3,6.99,NULL,NULL
Metro Nissan Of Redlands,None,1665 Industrial Park Avenue,Redlands,CA,92374,NULL,NULL,0,NULL,NULL,NULL,NULL
Riverside Nissan,None,8330 Indiana Avenue,Riverside,CA,92504,NULL,NULL,0,NULL,NULL,NULL,NULL
Torre Nissan,None,79125 Highway 111,La Quinta,CA,92253,NULL,NULL,0,NULL,NULL,NULL,NULL
City of Palm Springs - City Hall,ChargePoint,3200 East Tahquitz Canyon Way,Palm Springs,CA,92262,62,62,0.35,NULL,NULL,NULL,NULL
Metro Nissan of Montclair Parts Center,None,9440 Autoplex Drive,Montclair,CA,91763,NULL,NULL,0,NULL,NULL,NULL,NULL
Las Americas Premium Outlets,EVgo,4211 Camino de la Plz,San Ysidro,CA,92173,125,50,0.35,0.3,6.99,NULL,NULL
Whole Foods - Flower Hill Promenade,EVgo,2600 Via de la Valle,Del Mar,CA,92014,125,50,0.35,0.3,6.99,NULL,NULL
Mossy Nissan Kearny Mesa,None,8118 Clairemont Mesa Boulevard,San Diego,CA,92111,NULL,NULL,0,NULL,NULL,NULL,NULL
SDGE Innovation Center,EVgo,4760 Clairemont Mesa Boulevard,San Diego,CA,92117,125,50,0.39,0.29,6.99,NULL,NULL
555 Shops Boulevard,Electrify America,555 Shops Boulevard,Mission Viejo,CA,92691,875,350,0.43,0.31,4,NULL,NULL
Del Norte Plaza,"None, EVgo",330 West El Norte Parkway,Escondido,CA,92026,125,50,0.35,0.3,6.99,NULL,NULL
Country Fair Shopping Center,EVgo,11995 Central Avenue,Chino,CA,91710,125,50,0.35,0.3,6.99,NULL,NULL
Broadway Plaza,EVgo,1142 Broadway,Chula Vista,CA,91911,125,50,0.35,0.3,6.99,NULL,NULL
Mossy Nissan - Oceanside,None,3535 College Boulevard,Oceanside,CA,92056,NULL,NULL,0,NULL,NULL,NULL,NULL
Vons Rancho Penasquitos Center,EVgo,13289 Black Mountain Road,San Diego,CA,92129,125,50,0.39,0.29,6.99,NULL,NULL
Carlsbad Premium Outlets,EVgo,5620 Paseo del Norte,Carlsbad,CA,92008,125,50,0.35,0.3,6.99,NULL,NULL
7-Eleven,EVgo,901 Palomar Airport Road,Carlsbad,CA,92011,125,50,0.35,0.3,6.99,NULL,NULL
"7-Eleven - Convoy Street, San Diego",EVgo,4080 Convoy Street,San Diego,CA,92111,125,50,0.39,0.29,6.99,NULL,NULL
Chase Bank - Corona,EVgo,360 North McKinley Street,Corona,CA,92879,125,50,0.35,0.3,6.99,NULL,NULL
"7-Eleven - Garnet Avenue,San Diego",EVgo,2805 Garnet Avenue,San Diego,CA,92109,125,50,0.39,0.29,6.99,NULL,NULL
"Walmart Supercenter - East Highland Avenue, Highland",EVgo,4210 Highland Avenue,Highland,CA,92346,125,50,0.35,0.3,6.99,NULL,NULL
Walmart - Redlands Boulevard,EVgo,2050 West Redlands Boulevard,Redlands,CA,92373,125,50,0.35,0.3,6.99,NULL,NULL
Walmart,Electrify America,479 McKinley Street,Corona,CA,92879,875,350,0.43,0.31,4,NULL,NULL
BMW,ChargePoint,1175 South Dupont Avenue,Ontario,CA,91761,52,23.9,0,NULL,NULL,NULL,NULL
Riverside City Hall,GreenLots,3900 North Main Street,Riverside,CA,92522,75,30,0.15,NULL,NULL,NULL,NULL
CPEX,ChargePoint,1600 Pacific Highway,San Diego,CA,92101,52,23.9,0.2,NULL,NULL,0.08,NULL
Quality Nissan - Temecula,None,41895 Motor Car Parkway,Temecula,CA,92591,NULL,NULL,0,NULL,NULL,NULL,NULL
Plaza Rio Vista,EVgo,67800 Vista Chino,Cathedral City,CA,92234,125,50,0.35,0.3,6.99,NULL,NULL
Dollar Tree,EVgo,1126 Calimesa Boulevard,Calimesa,CA,92320,125,50,0.35,0.3,6.99,NULL,NULL
Morongo Casino Resort and Spa,EVgo,49500 Seminole Drive,Cabazon,CA,92230,125,50,0.35,0.3,6.99,NULL,NULL
Kohl's - Mira Mesa Mall,EVgo,8110 Mira Mesa Boulevard,San Diego,CA,92126,125,50,0.39,0.29,6.99,NULL,NULL
Albertson's,EVgo,1601 South Melrose Drive,Vista,CA,92081,125,50,0.35,0.3,6.99,NULL,NULL
Ontario Mills - Skechers,EVgo,1 Mills Circle,Ontario,CA,91764,125,50,0.29,0.25,6.99,NULL,NULL
Fenton Market Place,EVgo,2149 Fenton Parkway,San Diego,CA,92108,125,50,0.39,0.29,6.99,NULL,NULL
The Colonies Marketplace,EVgo,2275 South Euclid Avenue,Ontario,CA,91762,125,50,0.29,0.25,6.99,NULL,NULL
Encinitas City Hall,None,505 South Vulcan Avenue,Encinitas,CA,92024,NULL,NULL,NULL,NULL,NULL,NULL,NULL
UCSD - Voigt Campus Point Drive Parking,ChargePoint,3683 Voigt Drive,San Diego,CA,92037,62,62,0.35,NULL,NULL,NULL,NULL
Ontario 76,ChargePoint,1850 East Holt Boulevard,Ontario,CA,91761,100,50,NULL,NULL,NULL,0.5,NULL
Banning,Shell Recharge,2140 West Ramsey Street,Banning,CA,92220,125,50,0.29,NULL,NULL,NULL,NULL
Ocean View Plaza,EVgo,638 Camino de los Mares,San Clemente,CA,92673,125,50,0.35,0.3,6.99,NULL,NULL
Walmart Super Center,Shell Recharge,12721 Moreno Beach Drive,Moreno,CA,92555,75,30,0.35,NULL,NULL,NULL,NULL
ARCO,EVgo,800 Serfas Club Drive,Corona,CA,92882,125,50,0.35,0.3,6.99,NULL,NULL
Holiday Inn - Oceanside,None,1401 Carmelo Drive,Oceanside,CA,92054,NULL,NULL,NULL,NULL,NULL,0.25,NULL
Lake Elsinore Outlet Mall,EVgo,17600 Collier Avenue,Lake Elsinore,CA,92530,125,50,0.35,0.3,6.99,NULL,NULL
Walmart,EVgo,41200 Murrieta Hot Springs Road,Murrieta,CA,92562,125,50,0.35,0.3,6.99,NULL,NULL
Walmart,EVgo,3412 College Avenue,San Diego,CA,92115,125,50,0.39,0.29,6.99,NULL,NULL
Walmart - San Diego,Electrify America,3382 Murphy Canyon Road,San Diego,CA,92123,875,350,0.43,0.31,4,NULL,NULL
Walmart,EVgo,1540 West Foothill Boulevard,Upland,CA,91786,125,50,0.35,0.3,6.99,NULL,NULL
Walmart,EVgo,1290 East Ontario Avenue,Corona,CA,92881,125,50,0.35,0.3,6.99,NULL,NULL
Walmart,EVgo,1360 Eastlake Parkway,Chula Vista,CA,91915,125,50,0.35,0.3,6.99,NULL,NULL
Walmart,EVgo,1333 North Mountain Avenue,Ontario,CA,91762,125,50,0.29,0.25,6.99,NULL,NULL
Temecula Brixmor - Vail Ranch Center,EVgo,31685 Temecula Parkway,Temecula,CA,92592,125,50,0.35,0.3,6.99,NULL,NULL
Lazy Acres,EVgo,150 Encinitas Boulevard,Encinitas,CA,92024,125,50,0.35,0.3,6.99,NULL,NULL
Town Center Gateway - Menifee,EVgo,30007 Haun Road,Menifee,CA,92584,125,50,0.35,0.3,6.99,NULL,NULL
Krispy Kreme,EVgo,30099 Haun Rd,Menifee,CA,92584,NULL,50,NULL,NULL,NULL,0.2,4.95
Moreno Valley City Hall,EVgo,14177 Frederick Street,Moreno Valley,CA,92553,125,50,0.35,0.3,6.99,NULL,NULL
Winco Foods,EVgo,12882 Day Street,Moreno Valley,CA,92553,125,50,0.35,0.3,6.99,NULL,NULL
Santee Trolley,EVgo,9846 Mission Gorge Road,Santee,CA,92071,125,50,0.35,0.3,6.99,NULL,NULL
Depot Sbcta East Lot #3,ChargePoint,1170 West 3rd Street,San Bernardino,CA,92410,100,50,0.3,NULL,NULL,NULL,NULL
BMW Ontario,ChargePoint,1356 Auto Center Drive,Ontario,CA,91761,52,23.9,0,NULL,NULL,NULL,NULL
44199 Monroe Street,ChargePoint,44199 Monroe Street,Indio,CA,92201,50,24,0.35,NULL,NULL,NULL,NULL
Temecula Public Library,ChargePoint,41002 County Center Drive,Temecula,CA,92591,50,24,0.35,NULL,NULL,NULL,NULL
4060 County Circle Drive,ChargePoint,4060 County Circle Drive,Riverside,CA,92503,50,24,0.35,NULL,NULL,NULL,NULL
City Hall,ChargePoint,735 Public Safety Way,Corona,CA,92880,100,50,0.29,NULL,NULL,NULL,NULL
Corona Corporate Yard,ChargePoint,324-374 South Vicentia Avenue,Corona,CA,92882,100,50,0.29,NULL,NULL,NULL,NULL
Town Center North Walmart,EVgo,705 College Boulevard,Oceanside,CA,92057,125,50,0.35,0.3,6.99,NULL,NULL
Pala Road Park & Ride,None,3346 Old Highway 395,Fallbrook,CA,92028,NULL,NULL,NULL,NULL,NULL,NULL,NULL
UCSD - East Campus Utility Plant,ChargePoint,UCSD Health La Jolla Station,San Diego,CA,92037,62,62,0.35,NULL,NULL,NULL,NULL
Walmart,EVgo,1861 South San Jacinto Avenue,San Jacinto,CA,92583,125,50,0.35,0.3,6.99,NULL,NULL
Walmart,EVgo,1800 North Perris Boulevard,Perris,CA,92571,125,50,0.35,0.3,6.99,NULL,NULL
Walmart,EVgo,5200 Van Buren Boulevard,Riverside,CA,92503,125,50,0.29,0.25,6.99,NULL,NULL
Walmart,EVgo,17251 Foothill Boulevard,Fontana,CA,92335,125,50,0.35,0.3,6.99,NULL,NULL
Walmart,EVgo,4001 Hallmark Parkway,San Bernardino,CA,92407,125,50,0.29,0.25,6.99,NULL,NULL
Metro Honda,ChargePoint,9399 Autoplex Street,Montclair,CA,91763,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Jessup Auto Plaza,None,68-111 East Palm Canyon Drive,Cathedral City,CA,92234,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Hampton Inn & Suites,EVConnect,2011 East Donlan Street,Blythe,CA,92225,100,20,0.5,NULL,NULLNULL,NULL,NULL
11138 Elm Avenue,ChargePoint,11138 Elm Avenue,Rancho Cucamonga,CA,91730,100,50,0.19,NULL,NULL,NULL,NULL
San Diego Tech Center - The Park,EVgo,9725 Scranton Road,San Diego,CA,92121,125,50,0.39,0.29,6.99,NULL,NULL
Indigo Auto Group,ChargePoint,71377 CA-111,Rancho Mirage,CA,92270,50,24,0,NULL,NULL,NULL,NULL
Hampton Inn & Suites,EVConnect,74900 Gerald Ford Drive,Palm Desert,CA,92211,120,50,0.5,NULL,NULLNULL,NULL,NULL
Walmart - Poway,Electrify America,13425 Community Road,Poway,CA,92064,875,350,0.43,0.31,4,NULL,NULL
Harley Davisdon,ChargePoint,3201 Hoover Avenue,National City,CA,91950,50,24,0.23,NULL,NULL,NULL,NULL
Harley Davisdon,ChargePoint,4645 Morena Boulevard,San Diego,CA,92117,50,24,0.23,NULL,NULL,NULL,NULL
Fashion Valley,Electrify America,7007 Friars Road,San Diego,CA,92108,875,350,0.43,0.31,4,NULL,NULL
Carlsbad Premium Outlets,Electrify America,5620 Paseo Del Norte,Carlsbad,CA,92008,875,350,0.43,0.31,4,NULL,NULL
Ontario Mills,Electrify America,950 Ontario Mills Drive,Ontario,CA,91764,875,350,0.43,0.31,4,NULL,NULL
Felicita Plaza,Electrify America,329 West Felicita Avenue,Escondido,CA,92025,875,350,0.43,0.31,4,NULL,NULL
Walmart - Indio,Electrify America,82-491 Avenue 42,Indio,CA,92203,875,350,0.43,0.31,4,NULL,NULL
San Clemente City Hall,ChargePoint,910 Calle Negocio,San Clemente,CA,92673,62,62,0.2,NULL,NULL,NULL,NULL
Akwaaba Food Market,ChargePoint,1380 West 6th Street,Corona,CA,92882,62,62,0,NULL,NULL,NULL,NULL
62450 Chiriaco Road,ChargePoint,62450 Chiriaco Road,Indio,CA,92201,62,62,0.5,NULL,NULL,NULL,NULL
Walmart - Riverside,Electrify America,6250 Valley Springs Parkway,Riverside,CA,92507,875,350,0.43,0.31,4,NULL,NULL
Chevron Parking Lot,ChargePoint,6600 North Indian Canyon Drive,Palm Springs,CA,92262,62,62,0.15,NULL,NULL,NULL,NULL
G&m Oil Chevron,ChargePoint,20731 Lake Forest Drive,Lake Forest,CA,92630,100,50,0.15,NULL,NULL,NULL,NULL
Sam's Club 4822 - Murrieta,Electrify America,40500 MURRIETA HOT SPRINGS Road,Murrieta,CA,92563,875,350,0.43,0.31,4,NULL,NULL
Riverside Harley-Davidson,ChargePoint,7688 Indiana Avenue,Riverside,CA,92504,50,24,0.13,NULL,NULL,NULL,NULL
Walmart - Foothill Ranch,Electrify America,26502 Towne Centre Drive,Foothill Ranch,CA,92610,875,350,0.43,0.31,4,NULL,NULL
Chevron,ChargePoint,79513 CA-111,La Quinta,CA,92253,62,62,0.15,NULL,NULL,NULL,NULL
5 Town Square Murrieta Senior Center,ChargePoint,5 Town Square Murrieta Senior Center,Murrieta,CA,92562,62,62,0,NULL,NULL,NULL,NULL
Osler Parking Structure Osler Lane,ChargePoint,Osler Parking Structure Osler Lane,San Diego,CA,92092,62,62,0.35,NULL,NULL,NULL,NULL
Walmart - National City,Electrify America,1200 Highland Avenue,National City,CA,91950,875,350,0.43,0.31,4,NULL,NULL
Civic Center DCFC,ChargePoint,10510 Civic Center Drive,Rancho Cucamonga,CA,91730,62,62,0.35,NULL,NULL,NULL,NULL
Walmart - San Clemente,Electrify America,951 Avenida Pico,San Clemente,CA,92673,875,350,0.43,0.31,4,NULL,NULL
Walmart - San Diego,Electrify America,710 Dennery Road,San Diego,CA,92154,875,350,0.43,0.31,4,NULL,NULL
Bank Of America - El Centro,Electrify America,1414 West MAIN Street,El Centro,CA,92243,875,350,0.43,0.31,4,NULL,NULL
Highland City Administration,ChargePoint,27215 Base Line Street,Highland,CA,92346,62,62,0.35,NULL,NULL,NULL,NULL
Target - Rancho Santa Margarita,Electrify America,30602 Santa Margarita Parkway,Rancho Santa Margarita,CA,92688,875,350,0.43,0.31,4,NULL,NULL
Encinitas City Hall â€“ Lower Lot,EVgo,561 South Vulcan Avenue,Encinitas,CA,92024,125,50,0.35,0.3,6.99,NULL,NULL
Sheraton Mission Valley,EVgo,1433 Camino del Rio South,San Diego,CA,92108,125,50,0.39,0.29,6.99,NULL,NULL
Sierra Way Plaza,EVgo,3993 North Sierra Way,San Bernardino,CA,92405,125,50,0.29,0.25,6.99,NULL,NULL
Northgate Market,EVgo,1410 South 43rd Street,San Diego,CA,92113,125,50,0.39,0.29,6.99,NULL,NULL
Residence Inn Ontario,EVgo,2025 East Convention Center Way,Ontario,CA,91764,125,50,0.29,0.25,6.99,NULL,NULL
Fashion Valley Mall,EVgo,7007 Friars Road,San Diego,CA,92108,125,50,0.39,0.29,6.99,NULL,NULL
Walmart,EVgo,1231 South Sanderson Avenue,Hemet,CA,92545,125,50,0.35,0.3,6.99,NULL,NULL
Lazy Acres,EVgo,422 West Washington Street,San Diego,CA,92103,125,50,0.39,0.29,6.99,NULL,NULL
Rialto Marketplace,EVgo,1310 South Riverside Avenue,Rialto,CA,92376,125,50,0.35,0.3,6.99,NULL,NULL
Victoria Gardens,EVgo,12505 North Mainstreet,Rancho Cucamonga,CA,91739,125,50,0.35,0.3,6.99,NULL,NULL
Camino Town and Country,EVgo,2227 South El Camino Real,Oceanside,CA,92054,125,50,0.35,0.3,6.99,NULL,NULL
Kohl's,ChargePoint,1479 East 2nd Street,Beaumont,CA,92223,62,62,0.58,NULL,NULL,NULL,NULL
Beyond Mart,None,12970 Day Street,Moreno Valley,CA,92507,NULL,NULL,NULL,NULL,NULL,0.33,NULL
1928 South Moreno Street,ChargePoint,1928 South Moreno Street,Oceanside,CA,92054,62,62,0.66,NULL,NULL,NULL,NULL
Walmart,Electrify America,1120 South Mount Vernon Avenue,Colton,CA,92324,875,350,0.43,0.31,4,NULL,NULL
2300 Sweetwater Road,ChargePoint,2300 Sweetwater Road,National City,CA,91950,62,62,0.66,NULL,NULL,NULL,NULL
101 West Avenida Vista Hermosa,ChargePoint,101 West Avenida Vista Hermosa,San Clemente,CA,92672,62,62,0.25,NULL,NULL,NULL,NULL
2350 Fleetwood Drive,ChargePoint,2350 Fleetwood Drive,Riverside,CA,92509,100,50,0,NULL,NULL,NULL,NULL
Aladdin Airport Parking - W. Laurel Street,EVgo,1040 West Laurel Street,San Diego,CA,92101,125,50,0.39,0.29,6.99,NULL,NULL
Las Americas Premium Outlets,Electrify America,4211 Camino De La Plaza,San Diego,CA,92173,875,350,0.43,0.31,4,NULL,NULL
MSTC Cahuilla Casino,ChargePoint,52701 CA-371,Anza,CA,92539,62,62,0.3,NULL,NULL,NULL,NULL
Denny's,ChargePoint,876 West Donlon Street,Blythe,CA,92225,62,62,0.58,NULL,NULL,NULL,NULL
Walmart,Electrify America,13487 Camino Canada,El Cajon,CA,92021,875,350,0.43,0.31,4,NULL,NULL
Bank of America North Park,Electrify America,3101 UNIVERSITY Avenue,San Diego,CA,92104,875,350,0.43,0.31,4,NULL,NULL
Target,Electrify America,3150 Business Park Drive,Vista,CA,92081,875,350,0.43,0.31,4,NULL,NULL
600 East 6th Street,ChargePoint,600 East 6th Street,Beaumont,CA,92223,62,62,0.55,NULL,NULL,NULL,NULL
14290 Frederick Street,ChargePoint,14290 Frederick Street,Moreno Valley,CA,92553,62,62,0.27,NULL,NULL,NULL,NULL
Murrieta Common,ChargePoint,24761 Hospitality Place,Murrieta,CA,92562,62,62,0.24,NULL,NULL,NULL,NULL
"BOA Redlands Main CA6-130 (Redlands, CA)",Electrify America,305 East STATE Street,Redlands,CA,92373,875,350,0.43,0.31,4,NULL,NULL
Kohlâ€™s Corona,ChargePoint,470 Hidden Valley Parkway,Corona,CA,92879,62,62,0.58,NULL,NULL,NULL,NULL
Murrieta City Hall,ChargePoint,1 Town Square Murrieta City Hall,Murrieta,CA,92562,62,62,0,NULL,NULL,NULL,NULL
Bank of America,Electrify America,588 South Palm Canyon Drive,Palm Springs,CA,92264,875,350,0.43,0.31,4,NULL,NULL
Circle K - Green River,None,4350 Green River Road,Corona,CA,92880,NULL,NULL,0.21,NULL,NULL,NULL,NULL
Tower Market,None,84417 Indio Boulevard,Indio,CA,92201,NULL,NULL,NULL,NULL,NULL,0.33,NULL
Target,Electrify America,72549 Highway 111,Palm Desert,CA,92260,875,350,0.43,0.31,4,NULL,NULL
Upland Town Center,Electrify America,913 West Foothill Boulevard,Upland,CA,91786,875,350,0.43,0.31,4,NULL,NULL
Grand Terrace City Council,ChargePoint,22795 Barton Road,Grand Terrace,CA,92313,62,62,0.25,NULL,NULL,NULL,NULL
Kohls,ChargePoint,34940 Monterey Avenue,Palm Desert,CA,92211,62,62,0.58,NULL,NULL,NULL,NULL
Park N Ride,ChargePoint,13516 Camino Canada,El Cajon,CA,92021,62,62,0.66,NULL,NULL,NULL,NULL
Norco City Hall,ChargePoint,2870 Clark Avenue,Norco,CA,92860,62,62,0.2,NULL,NULL,NULL,NULL
G&M Oil Chevron,ChargePoint,4095 University Parkway,San Bernardino,CA,92407,100,50,0.15,NULL,NULL,NULL,NULL
Ampm Arco,ChargePoint,501 East Alessandro Boulevard,Riverside,CA,92508,62,62,0.29,NULL,NULL,NULL,NULL
Ampm Arco,ChargePoint,3659 Central Avenue,Riverside,CA,92506,62,62,0.29,NULL,NULL,NULL,NULL
Vista Medical Center,Electrify America,780 SHADOWRIDGE DRIVE,Vista,CA,92083,875,350,0.43,0.31,4,NULL,NULL
Bank of America,Electrify America,512 Fletcher Parkway,El Cajon,CA,92020,875,350,0.43,0.31,4,NULL,NULL
Bank of America,Electrify America,16849 Bernardo Ctr Drive,San Diego,CA,92128,875,350,0.43,0.31,4,NULL,NULL
Target,Electrify America,9846 Mission Gorge Road,Santee,CA,92071,875,350,0.43,0.31,4,NULL,NULL
Hyatt Place - Riverside Downtown,EVCS,3500 Market Street,Riverside,CA,92501,NULL,NULL,0.49,NULL,NULL,NULL,NULL
76 - Norco,evGateway,3198 Hamner Avenue,Norco,CA,92860,NULL,NULL,0.21,NULL,NULL,NULL,NULL
The Shops at Mission Viejo,EVgo,555 The Shops At Mission Viejo,Mission Viejo,CA,92691,125,50,0.35,0.3,6.99,NULL,NULL
Desert Hills Premium Outlets,"EVgo, Electrify America",48750 Seminole Drive,Cabazon,CA,92230,125,50,0.35,0.3,6.99,NULL,NULL
G&M Oil Chevron,ChargePoint,4304 Highland Avenue,Highland,CA,92346,100,50,0.15,NULL,NULL,NULL,NULL
Banning City Hall,EVConnect,128 North San Gorgonio Avenue,Banning,CA,92220,120,50,0.28,NULL,NULL,NULL,NULL
San Diego Community College District,EVgo,4343 Ocean View Boulevard,San Diego,CA,92113,125,50,0.39,0.29,6.99,NULL,NULL
Inland Center Mall,EVgo,400 Inland Center Drive,San Bernardino,CA,92408,125,50,0.29,0.25,6.99,NULL,NULL
Palm Desert City Hall,EVgo,73510 Fred Waring Drive,Palm Desert,CA,92260,125,50,0.35,0.3,6.99,NULL,NULL
Target,Electrify America,24500 Alicia Parkway,Mission Viejo,CA,92691,875,350,0.43,0.31,4,NULL,NULL
Target,Electrify America,3424 College Avenue,San Diego,CA,92115,875,350,0.43,0.31,4,NULL,NULL
Horizon Fuel Center,EVConnect,31267 Valley Center Road,Valley Center,CA,92082,300,120,0.35,NULL,NULL,NULL,NULL
Banning Farmhouse,EVConnect,6261 Joshua Palmer Way,Banning,CA,92220,120,50,0,NULL,NULL,NULL,NULL
Rosecrans Plaza,EVgo,3156 Sports Arena Boulevard,San Diego,CA,92110,125,50,0.39,0.29,6.99,NULL,NULL
University of California San Diego DCFC,ChargePoint,9423 Health Sciences Drive,San Diego,CA,92037,62,62,0.35,NULL,NULL,NULL,NULL
City Hall Annex,Shell Recharge,14331 Frederick Street,Moreno Valley,CA,92553,125,50,0.35,NULL,NULL,NULL,NULL
15714 Mountain Avenue,ChargePoint,15714 Mountain Avenue,Chino,CA,91708,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Stoney'S Park,ChargePoint,195 East Douglas Avenue,El Cajon,CA,92020,62,62,0.66,NULL,NULL,NULL,NULL
Murrieta Senior Center,ChargePoint,5 Town Square,Murrieta,CA,92562,62,62,0,NULL,NULL,NULL,NULL
City of Murrieta City Hall,ChargePoint,1 Town Square,Murrieta,CA,92562,62,62,0,NULL,NULL,NULL,NULL
Highland City Hall,ChargePoint,27216 Base Line Street,Highland,CA,92346,62,62,0.35,NULL,NULL,NULL,NULL
Palm Desert City Hall,ChargePoint,73510 Fred Waring Drive,Palm Desert,CA,92260,62,62,0,NULL,NULL,NULL,NULL
Chula Vista A01,ChargePoint,1244 Oleander Avenue,Chula Vista,CA,91911,62,62,0.66,NULL,NULL,NULL,NULL
Walmart,Electrify America,29260 Central Avenue,Lake Elsinore,CA,92532,875,350,0.43,0.31,4,NULL,NULL
Walmart,Electrify America,2100 Vista Way,Oceanside,CA,92054,875,350,0.43,0.31,4,NULL,NULL
Moreno Valley Mall,EVgo,22500 Town Circle,Moreno Valley,CA,92553,125,50,0.35,0.3,6.99,NULL,NULL
Mercedes-Benz of Ontario,ChargePoint,3787 East Guasti Road,Ontario,CA,91761,62,62,0.5,NULL,NULLNULL,NULL,NULL
UCSD Nuevo West,ChargePoint,9205 Athena circle,La Jolla,CA,92037,62,62,0.35,NULL,NULL,NULL,NULL
Community Center Fast Charge 1,ChargePoint,6554 Smoketree Avenue,Twentynine Palms,CA,92277,62,62,0.3,NULL,NULL,NULL,NULL
6163 Rotary Way,SWTCH,6162 Rotary Way,Joshua Tree,CA,92252,63,25.2,0,NULL,NULL,NULL,NULL
Palm Springs Art Museum,ChargePoint,222 North Museum Drive,Palm Springs,CA,92262,62,62,0.35,NULL,NULL,NULL,NULL
Camacho Recreation Center,ChargePoint,1810 East 22nd Street,National City,CA,91950,62,62,0.66,NULL,NULL,NULL,NULL
Rancho Las Palmas Shopping Center,EVgo,42370 Bob Hope Drive,Rancho Mirage,CA,92270,125,50,0.35,0.3,6.99,NULL,NULL
Sunset Park,ChargePoint,909 Puesta Del Sol,San Marcos,CA,92078,62,62,0.66,NULL,NULL,NULL,NULL
TA Ontario,Shell Recharge,4265 East Guasti Road,Ontario,CA,91761,200,100,0.5,NULL,NULL,NULL,NULL
Pacifica Foothill Center,Electrify America,1223 East Vista Way,Vista,CA,92084,875,350,0.43,0.31,4,NULL,NULL
Tower Market,ChargePoint,61980 Tyler Street,Thermal,CA,92274,100,50,0.4,NULL,NULL,NULL,NULL
Montclair East Shopping Center,EVgo,9197 Central Avenue,Montclair,CA,91763,125,50,0.35,0.3,6.99,NULL,NULL
Redlands Packing House Parking Structure,EVConnect,101 West Stuart Avenue,Redlands,CA,92374,125,50,0.45,NULL,NULL,NULL,NULL
City of Santa Monica - Civic Parking Garage,None,333 Civic Center Drive,Santa Monica,CA,90401,NULL,NULL,0,NULL,NULL,NULL,NULL
Buena Park Nissan,None,6501 Auto Center Drive,Buena Park,CA,90621,NULL,NULL,0,NULL,NULL,NULL,NULL
Ross Nissan Of El Monte,None,3428 North Peck Road,El Monte,CA,91731,NULL,NULL,0,NULL,NULL,NULL,NULL
Garden Grove Nissan,None,9222 Trask Avenue,Garden Grove,CA,92844,NULL,NULL,0,NULL,NULL,NULL,NULL
Glendale Nissan,None,727 South Brand Boulevard,Glendale,CA,91204,NULL,NULL,0,NULL,NULL,NULL,NULL
Surf City Nissan,None,17331 Beach Boulevard,Huntington Beach,CA,92647,NULL,NULL,0,NULL,NULL,NULL,NULL
Stadium Nissan,None,1140 West Katella Avenue,Orange,CA,92867,NULL,NULL,0,NULL,NULL,NULL,NULL
Antelope Valley Nissan,None,451 Auto Center Drive,Palmdale,CA,93551,NULL,NULL,0,NULL,NULL,NULL,NULL
Nissan of Tustin,None,30 Auto Center Drive,Tustin,CA,92782,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Puente Hills Nissan,None,17320 East Gale Avenue,City of Industry,CA,91748,NULL,NULL,0,NULL,NULL,NULL,NULL
West Covina Nissan,None,205 North Citrus Street,West Covina,CA,91791,NULL,NULL,0,NULL,NULL,NULL,NULL
University of California Los Angeles - Parking Structure 4,None,221 Westwood Plaza,Los Angeles,CA,90077,NULL,NULL,0,NULL,NULL,NULL,NULL
The Market Place,ChargePoint,13762 Jamboree Road,Irvine,CA,92602,62,62,0.41,NULL,NULL,NULL,NULL
Nissan Van Nuys,None,5425 Van Nuys Boulevard,Van Nuys,CA,91401,NULL,NULL,0,NULL,NULL,NULL,NULL
Nissan of Downtown LA,None,635 West Washington Boulevard,Los Angeles,CA,90015,NULL,NULL,0,NULL,NULL,NULL,NULL
Carson Nissan,None,1505 East 223rd Street,Carson,CA,90745,NULL,NULL,0,NULL,NULL,NULL,NULL
Nissan of Irvine,None,32 Auto Center Drive,Irvine,CA,92618,NULL,NULL,NULL,NULL,NULL,NULL,NULL
